,name,naverURL,,,,,,,,,,
107,천객가,https://pcmap.place.naver.com/restaurant/37638552/review/visitor#,,,,,,,,,,
108,삼국지,https://pcmap.place.naver.com/restaurant/1900851741/review/visitor#,,,,,,,,,,
109,바이젠하우스,,,,,,,,,,,
110,블루문,https://pcmap.place.naver.com/restaurant/181032555/review/visitor#,,,,,,,,,,
111,친친 이탈리아노,,,,,,,,,,,
112,샤바바,https://pcmap.place.naver.com/restaurant/1652292308/review/visitor#,,,,,,,,,,
113,그랑삐아또,,,,,,,,,,,
114,데.바수스,,,,,,,,,,,
115,대명가옥 만나,,,,,,,,,,,
116,베니건스,,,,,,,,,,,
117,샤오차이나(둔산점),,,,,,,,,,,
118,인디,https://pcmap.place.naver.com/restaurant/1018268184/review/visitor#,,,,,,,,,,
119,서태후,https://pcmap.place.naver.com/restaurant/1236348034/review/visitor#,,,,,,,,,,
120,사학스카이라운지,,,,,,,,,,,
121,미스터왕,https://pcmap.place.naver.com/restaurant/1224473116/review/visitor#,,,,,,,,,,
122,케니지레스토랑,https://pcmap.place.naver.com/restaurant/13572484/review/visitor#,,,,,,,,,,
123,시애틀,https://pcmap.place.naver.com/restaurant/36286070/review/visitor#,,,,,,,,,,
124,태원,https://pcmap.place.naver.com/restaurant/1991516777/review/visitor#,,,,,,,,,,
125,르씨엘,https://pcmap.place.naver.com/restaurant/1247670562/review/visitor#,,,,,,,,,,
126,캐슬,https://pcmap.place.naver.com/restaurant/35394960/review/visitor#,,,,,,,,,,
127,비아로마,https://pcmap.place.naver.com/restaurant/1864346539/review/visitor#,,,,,,,,,,
128,오너스클럽,https://pcmap.place.naver.com/restaurant/1384319970/review/visitor#,,,,,,,,,,
129,홍콩객잔,https://pcmap.place.naver.com/restaurant/1161322233/review/visitor#,,,,,,,,,,
130,봉선루,https://pcmap.place.naver.com/restaurant/1097157743/review/visitor#,,,,,,,,,,
131,장금성,https://pcmap.place.naver.com/restaurant/15272567/review/visitor#,,,,,,,,,,
132,한솔오크밸리사우스콘도중식당,,,,,,,,,,,
133,타이하우스,https://pcmap.place.naver.com/restaurant/13440637/review/visitor#,,,,,,,,,,
134,상하이손짜장,https://pcmap.place.naver.com/restaurant/31138861/review/visitor#,,,,,,,,,,
135,짬뽕대장,https://pcmap.place.naver.com/restaurant/1204481944/review/visitor#,,,,,,,,,,
136,아차해,,,,,,,,,,,
137,우리소,https://pcmap.place.naver.com/restaurant/18940066/review/visitor#,,,,,,,,,,
138,라쿠치나(이태리식),,,,,,,,,,,
139,씨제이푸드(주) 에프터더레인 안국점 (정진구),,,,,,,,,,,
140,안나푸르나(Anna Purna),https://pcmap.place.naver.com/restaurant/11836076/review/visitor#,,,,,,,,,,
141,롸이즈온(주)베니건스이대점,,,,,,,,,,,
142,(주)아모제마르쉐신촌점,,,,,,,,,,,
143,고구려짬뽕,https://pcmap.place.naver.com/restaurant/37420238/review/visitor#,,,,,,,,,,
144,중원해물모듬짬뽕,https://pcmap.place.naver.com/restaurant/36754530/review/visitor#,,,,,,,,,,
145,백제령삼계탕,https://pcmap.place.naver.com/restaurant/11817021/review/visitor#,,,,,,,,,,
146,아웃백 중앙점,https://pcmap.place.naver.com/restaurant/11849359/review/visitor#,,,,,,,,,,
147,대진루,https://pcmap.place.naver.com/restaurant/15133772/review/visitor#,,,,,,,,,,
148,유로파크,https://pcmap.place.naver.com/restaurant/90989498/review/visitor#,,,,,,,,,,
149,푸와대동점,https://pcmap.place.naver.com/restaurant/1265989696/review/visitor#,,,,,,,,,,
150,블루핀,https://pcmap.place.naver.com/restaurant/1089578797/review/visitor#,,,,,,,,,,
151,카르본&컬투,,,,,,,,,,,
152,양자강,,,,,,,,,,,
153,금룡,https://pcmap.place.naver.com/restaurant/11716004/review/visitor#,,,,,,,,,,
154,참수타,https://pcmap.place.naver.com/restaurant/34585231/review/visitor#,,,,,,,,,,
155,천안문쌀짜장,https://pcmap.place.naver.com/restaurant/15366999/review/visitor#,,,,,,,,,,
156,푸름각,https://pcmap.place.naver.com/restaurant/15372742/review/visitor#,,,,,,,,,,
157,호호손짜장,https://pcmap.place.naver.com/restaurant/15172989/review/visitor#,,,,,,,,,,
158,푸와차이나,https://pcmap.place.naver.com/restaurant/315014434/review/visitor#,,,,,,,,,,
159,용봉,,,,,,,,,,,
160,1985금화중식당,,,,,,,,,,,
161,수금재,https://pcmap.place.naver.com/restaurant/37921657/review/visitor#,,,,,,,,,,
162,성산명가,https://pcmap.place.naver.com/restaurant/12985031/review/visitor#,,,,,,,,,,
163,하트인세코,https://pcmap.place.naver.com/restaurant/21423705/review/visitor#,,,,,,,,,,
164,삼합짬뽕,https://pcmap.place.naver.com/restaurant/37204671/review/visitor#,,,,,,,,,,
165,어주,https://pcmap.place.naver.com/restaurant/18300550/review/visitor#,,,,,,,,,,
166,청화관,https://pcmap.place.naver.com/restaurant/15180846/review/visitor#,,,,,,,,,,
167,중국관,https://pcmap.place.naver.com/restaurant/19179043/review/visitor#,,,,,,,,,,
168,장독짜장,https://pcmap.place.naver.com/restaurant/38765810/review/visitor#,,,,,,,,,,
169,박리다매,https://pcmap.place.naver.com/restaurant/1012665933/review/visitor#,,,,,,,,,,
170,오발탄,,,,,,,,,,,
171,푸와 중국관,https://pcmap.place.naver.com/restaurant/15202384/review/visitor#,,,,,,,,,,
172,대복성,https://pcmap.place.naver.com/restaurant/16700463/review/visitor#,,,,,,,,,,
173,칭따오 황제쟁반짜장,https://pcmap.place.naver.com/restaurant/15193517/review/visitor#,,,,,,,,,,
174,이화원,https://pcmap.place.naver.com/restaurant/1582844043/review/visitor#,,,,,,,,,,
175,마차이짬뽕,,,,,,,,,,,
176,금화중식당,https://pcmap.place.naver.com/restaurant/1104572711/review/visitor#,,,,,,,,,,
177,하늘땅 석동본점,,,,,,,,,,,
178,하림중화요리,https://pcmap.place.naver.com/restaurant/32102613/review/visitor#,,,,,,,,,,
179,키스(Kiss)나이트클럽,,,,,,,,,,,
180,에코라운지,https://pcmap.place.naver.com/restaurant/1079321989/review/visitor#,,,,,,,,,,
181,수국정,https://pcmap.place.naver.com/restaurant/1732267591/review/visitor#,,,,,,,,,,
182,타오(중국식),,,,,,,,,,,
183,도원(중국식),,,,,,,,,,,
184,상하이궁신도림점(중국식),,,,,,,,,,,
185,얌차이나(구로) 중국식,,,,,,,,,,,
186,소용궁(중국식),,,,,,,,,,,
187,죽림(중국식),,,,,,,,,,,
188,디큐브한식저잣거리,,,,,,,,,,,
189,신락원 제라-1-1565호,,,,,,,,,,,
190,비나레스토랑   제라1-1112(인도식,,,,,,,,,,,
191,영화장    제라1-1066,,,,,,,,,,,
192,공자식탁     제라1-1010 (중국식,,,,,,,,,,,
193,도원 제라1-1541호,,,,,,,,,,,
194,복가주점 제라-1-1555호,,,,,,,,,,,
195,실크로드(중국식),,,,,,,,,,,
196,왕중왕미식성(중국식),,,,,,,,,,,
197,일폰테,,,,,,,,,,,
198,블루오션,https://pcmap.place.naver.com/restaurant/16522628/review/visitor#,,,,,,,,,,
199,신차이나,https://pcmap.place.naver.com/restaurant/1123448617/review/visitor#,,,,,,,,,,
200,천안문1호점,https://pcmap.place.naver.com/restaurant/1658847738/review/visitor#,,,,,,,,,,
201,천안문옛날짜장,https://pcmap.place.naver.com/restaurant/1047704541/review/visitor#,,,,,,,,,,
202,명품,https://pcmap.place.naver.com/restaurant/31813085/review/visitor#,,,,,,,,,,
203,(주)오르세움 민티엔,,,,,,,,,,,
204,육미대가,https://pcmap.place.naver.com/restaurant/1895623966/review/visitor#,,,,,,,,,,
205,이금당,https://pcmap.place.naver.com/restaurant/1385870190/review/visitor#,,,,,,,,,,
206,하림성,https://pcmap.place.naver.com/restaurant/1820861671/review/visitor#,,,,,,,,,,
207,타오,https://pcmap.place.naver.com/restaurant/17878339/review/visitor#,,,,,,,,,,
208,(주)바른손 베니건스 압구정점,,,,,,,,,,,
209,젠하이더웨이,,,,,,,,,,,
210,중화요리첸,https://pcmap.place.naver.com/restaurant/13275659/review/visitor#,,,,,,,,,,
211,티엔티엔,https://pcmap.place.naver.com/restaurant/35408170/review/visitor#,,,,,,,,,,
212,폴,https://pcmap.place.naver.com/restaurant/1472277679/review/visitor#,,,,,,,,,,
213,(주)가배전문점,,,,,,,,,,,
214,(주)파리크라상 퀸스파크 청담점,,,,,,,,,,,
215,78온더라이즈,,,,,,,,,,,
216,그릴아지사이,https://pcmap.place.naver.com/restaurant/13513665/review/visitor#,,,,,,,,,,
217,란나타이(양재점),,,,,,,,,,,
218,첸,https://pcmap.place.naver.com/restaurant/1754370180/review/visitor#,,,,,,,,,,
219,팔장선원,,,,,,,,,,,
220,(주)이닝,https://pcmap.place.naver.com/restaurant/11711159/review/visitor#,,,,,,,,,,
221,도쿄 사이카보,https://pcmap.place.naver.com/restaurant/13272850/review/visitor#,,,,,,,,,,
222,드마리,https://pcmap.place.naver.com/restaurant/1235533587/review/visitor#,,,,,,,,,,
223,크리스탈제이드상하이딜라이트,,,,,,,,,,,
224,키라,https://pcmap.place.naver.com/restaurant/1087776029/review/visitor#,,,,,,,,,,
225,대가방본점,https://pcmap.place.naver.com/restaurant/11839623/review/visitor#,,,,,,,,,,
226,일일향,,,,,,,,,,,
227,(주)토마틸로지에프씨,,,,,,,,,,,
228,(주)일본요리점 청산,,,,,,,,,,,
229,그라노,https://pcmap.place.naver.com/restaurant/1111148375/review/visitor#,,,,,,,,,,
230,공리(논현점),https://pcmap.place.naver.com/restaurant/360881123/review/visitor#,,,,,,,,,,
231,띵호아,https://pcmap.place.naver.com/restaurant/17927885/review/visitor#,,,,,,,,,,
232,나베야,https://pcmap.place.naver.com/restaurant/1887959166/review/visitor#,,,,,,,,,,
233,더차이나,https://pcmap.place.naver.com/restaurant/13094719/review/visitor#,,,,,,,,,,
234,도일처(정찬우),,,,,,,,,,,
235,레스토랑 호카이도,,,,,,,,,,,
236,일품향(이미영),,,,,,,,,,,
237,차이웍,https://pcmap.place.naver.com/restaurant/12833898/review/visitor#,,,,,,,,,,
238,청학루,https://pcmap.place.naver.com/restaurant/18587658/review/visitor#,,,,,,,,,,
239,(주)바른손베니건스 코엑스점,,,,,,,,,,,
240,(주)이목원 배나무골,,,,,,,,,,,
241,(주)삼양만나취영루,,,,,,,,,,,
242,대려도,https://pcmap.place.naver.com/restaurant/12008857/review/visitor#,,,,,,,,,,
243,(주)뉴후론티어산업 그릴에이치,,,,,,,,,,,
244,채운,https://pcmap.place.naver.com/restaurant/35637619/review/visitor#,,,,,,,,,,
245,(주)다연외식 현경,,,,,,,,,,,
246,(주)바른손 베니건스 테헤란로점,,,,,,,,,,,
247,가향,https://pcmap.place.naver.com/restaurant/36785528/review/visitor#,,,,,,,,,,
248,강가 선릉점,https://pcmap.place.naver.com/restaurant/12794575/review/visitor#,,,,,,,,,,
249,루안(아세아타워점),,,,,,,,,,,
250,칠룡성,https://pcmap.place.naver.com/restaurant/19439918/review/visitor#,,,,,,,,,,
251,아웃백스테이크하우스 서울대점,,,,,,,,,,,
252,만리장성,https://pcmap.place.naver.com/restaurant/32049541/review/visitor#,,,,,,,,,,
253,아리차이,https://pcmap.place.naver.com/restaurant/11704746/review/visitor#,,,,,,,,,,
254,라꼬미다데수다메리카,,,,,,,,,,,
255,China 唐(차이나당),,,,,,,,,,,
256,味차이,https://pcmap.place.naver.com/restaurant/1836121988/review/visitor#,,,,,,,,,,
257,천객가 수락산역점,,,,,,,,,,,
258,천지천(Chun Ji Chun),,,,,,,,,,,
259,더키친살바토레쿠오모압구정점,,,,,,,,,,,
260,젤렌,https://pcmap.place.naver.com/restaurant/1066843466/review/visitor#,,,,,,,,,,
261,남해일식,https://pcmap.place.naver.com/restaurant/1281211405/review/visitor#,,,,,,,,,,
262,(주)코코스정자점,,,,,,,,,,,
263,태국정통요리,https://pcmap.place.naver.com/restaurant/1316270372/review/visitor#,,,,,,,,,,
264,아모제마르쉐분당점,,,,,,,,,,,
265,코코마리,https://pcmap.place.naver.com/restaurant/1314330974/review/visitor#,,,,,,,,,,
266,만다린,https://pcmap.place.naver.com/restaurant/32096312/review/visitor#,,,,,,,,,,
267,탈리,https://pcmap.place.naver.com/restaurant/1906229241/review/visitor#,,,,,,,,,,
268,티지아이프라이분당점,,,,,,,,,,,
269,이향원,https://pcmap.place.naver.com/restaurant/18998005/review/visitor#,,,,,,,,,,
270,긴자인도레스토랑,https://pcmap.place.naver.com/restaurant/20601599/review/visitor#,,,,,,,,,,
271,윤쉐프의 짬뽕데이 산본점,https://pcmap.place.naver.com/restaurant/1327139745/review/visitor#,,,,,,,,,,
272,산동성,https://pcmap.place.naver.com/restaurant/19542202/review/visitor#,,,,,,,,,,
273,아웃백스테이크하우스 상동점,https://pcmap.place.naver.com/restaurant/11849008/review/visitor#,,,,,,,,,,
274,안나프르나,https://pcmap.place.naver.com/restaurant/11836076/review/visitor#,,,,,,,,,,
275,북경,https://pcmap.place.naver.com/restaurant/33704700/review/visitor#,,,,,,,,,,
276,아향,https://pcmap.place.naver.com/restaurant/1323552296/review/visitor#,,,,,,,,,,
277,아웃백스테이크하우스 천호점,https://pcmap.place.naver.com/restaurant/11621117/review/visitor#,,,,,,,,,,
278,베이징스토리,https://pcmap.place.naver.com/restaurant/1432906783/review/visitor#,,,,,,,,,,
279,김김밥밥본점,https://pcmap.place.naver.com/restaurant/1778434716/review/visitor#,,,,,,,,,,
280,가야마루,https://pcmap.place.naver.com/restaurant/34616041/review/visitor#,,,,,,,,,,
281,진흥관,https://pcmap.place.naver.com/restaurant/526374123/review/visitor#,,,,,,,,,,
282,거구장,https://pcmap.place.naver.com/restaurant/1213745867/review/visitor#,,,,,,,,,,
283,신라회관,https://pcmap.place.naver.com/restaurant/18320985/review/visitor#,,,,,,,,,,
284,베르사이유레스토랑,,,,,,,,,,,
285,데테라스,https://pcmap.place.naver.com/restaurant/11678781/review/visitor#,,,,,,,,,,
286,녹원,https://pcmap.place.naver.com/restaurant/1603975862/review/visitor#,,,,,,,,,,
287,궁전가든,https://pcmap.place.naver.com/restaurant/34043642/review/visitor#,,,,,,,,,,
288,향옥정,https://pcmap.place.naver.com/restaurant/1473401810/review/visitor#,,,,,,,,,,
289,수손짜장,https://pcmap.place.naver.com/restaurant/13390144/review/visitor#,,,,,,,,,,
290,갑오삼계탕,https://pcmap.place.naver.com/restaurant/21582430/review/visitor#,,,,,,,,,,
291,의령소바,https://pcmap.place.naver.com/restaurant/1555694051/review/visitor#,,,,,,,,,,
292,(주)초마김해점,,,,,,,,,,,
293,파라다이스 뷔페,https://pcmap.place.naver.com/restaurant/174115160/review/visitor#,,,,,,,,,,
294,태화장,https://pcmap.place.naver.com/restaurant/18176454/review/visitor#,,,,,,,,,,
295,차오차오,https://pcmap.place.naver.com/restaurant/1654751108/review/visitor#,,,,,,,,,,
296,아향,https://pcmap.place.naver.com/restaurant/1323552296/review/visitor#,,,,,,,,,,
297,(주)풍성한고을,,,,,,,,,,,
298,경포장장어구이,https://pcmap.place.naver.com/restaurant/11576010/review/visitor#,,,,,,,,,,
299,비룡,https://pcmap.place.naver.com/restaurant/36630759/review/visitor#,,,,,,,,,,
300,룽타우객잔,https://pcmap.place.naver.com/restaurant/21204935/review/visitor#,,,,,,,,,,
301,전성환의 옛날손짜장,,,,,,,,,,,
302,친친,https://pcmap.place.naver.com/restaurant/19873296/review/visitor#,,,,,,,,,,
303,신촌식당,,,,,,,,,,,
304,뽕사부 구로점(중국식),,,,,,,,,,,
305,혜혜패스트푸드(중국식),,,,,,,,,,,
306,만다린그랜드머큐어,https://pcmap.place.naver.com/restaurant/35928617/review/visitor#,,,,,,,,,,
